pricing,bed,bath,sqft,plot_size,address,PublicSymbol,PrivateSymbol
"$1,589,000",4,3.5,"2,110","2,475",3833 windom pl nw,NonLead,Lead
"$1,390,000",3,2.5,"1,922",951,335 6th st se,NonLead,NonLead
"$330,000",3,1.5,"1,591","2,513",4609 grant st ne,NonLead,NonLead
"$899,000",12,,"2,880","7,788",3204 28th st se,NonLead,NonLead
"$3,500,000",6,4.5,"4,600","2,281",3724 s st nw,NonLead,Lead
"$489,500",2,2,"1,248","1,504",3371 blaine st ne,NonLead,NonLead
"$489,500",2,2,"1,248","1,504",3371 blaine st ne,NonLead,NonLead
"$849,000",2,2,"1,559",638,834 11th st ne,Lead,Lead
"$555,000",2,1.5,"1,258","2,628",5709 3rd st ne,NonLead,NonLead
"$499,950",3,1.5,"1,408","1,600",2216 13th st ne,NonLead,NonLead
"$2,149,900",12,,"5,632","2,495",1111 holbrook ter ne,NonLead,NonLead
"$825,000",4,3.5,"1,831","2,826",235 ingraham st nw,NonLead,NonLead
"$1,475,000",5,3.5,"2,758","6,017",3355 military rd nw,NonLead,NonLead
"$1,150,000",4,3.5,"1,940","1,705",420 allison st nw,Lead,Lead
"$750,000",4,3.5,"1,614","1,224",1737 lang pl ne,NonLead,NonLead
"$675,000",3,2.5,"2,038","5,392",1421 34th st se,NonLead,NonLead
"$549,000",3,2.5+,"1,550","3,028",2706 knox st se,NonLead,NonLead
"$505,000",4,2,"2,376","1,419",1643 11th pl ne,NonLead,NonLead
"$620,000",3,2.5,"1,712","3,000",806 geranium st nw,NonLead,NonLead
"$695,900",4,3,"2,205","7,180",4421 13th pl ne,NonLead,NonLead
"$499,998",4,3,"1,700","4,000",5008 b st se,NonLead,NonLead
"$584,900",3,2.5,"1,582","3,001",4700 6th pl ne,NonLead,NonLead
"$575,000",2,2,960,"1,799",14 crittenden st ne,NonLead,NonLead
"$2,250,000",4,3.5,"3,058","4,558",4334 windom pl nw,NonLead,NonLead
"$650,000",3,2.5,"2,312","5,128",3739 o st se,NonLead,NonLead
"$305,000",3,2,"1,184","1,446",3655 horner pl se,NonLead,NonLead
"$670,000",4,3.5,"1,428","2,356",1331 montello ave ne,NonLead,Lead
"$600,000",3,2.5,"1,088","2,027",7527 8th st nw,NonLead,NonLead
"$559,900",4,2.5,"1,488","4,226",1604 25th st se,Lead,Lead
"$275,000",3,1.5,"1,436","3,750",139 wilmington pl se,NonLead,NonLead
"$760,000",3,2.5,"1,194",800,757 harvard st nw,NonLead,NonLead
"$689,900",4,2.5,"1,577","2,794",5235 chillum pl ne,NonLead,NonLead
"$899,900",3,2.5+,"2,558","3,645",5618 new hampshire ave ne,Lead,Lead
"$750,000",3,2,"1,760","1,761",5520 kansas ave nw,NonLead,NonLead
"$420,000",3,2,"1,849","2,498",1717 erie st se,NonLead,NonLead
"$449,999",3,2,"1,536","2,823",174 elmira st sw,NonLead,NonLead
"$565,000",5,3,"2,208","7,876",3020 channing st ne,NonLead,NonLead
"$369,000",2,1.5,"1,284","1,504",3334 alden pl ne,NonLead,Lead
"$800,000",4,2.5,"2,658","4,517",5933 16th st nw,NonLead,NonLead
"$395,000",2,1,902,"1,760",140 35th st ne,NonLead,NonLead
"$750,000",3,2,"1,760","2,850",515 crittenden st nw,NonLead,Lead
"$399,000",3,1,"1,645","2,417",3320 m st se,NonLead,NonLead
"$332,500",2,2.5,"1,080","1,482",906 blakney ln se,NonLead,NonLead
"$759,992",3,1,"1,530","2,400",1119 oates st ne,NonLead,NonLead
"$499,900",3,1.5,"1,530","1,152",1123 owen pl ne,NonLead,Lead
"$730,000",3,2.5,"1,224","1,575",322 18th st ne,NonLead,NonLead
"$649,900",4,2.5,"1,607","1,789",722 tewkesbury pl nw,NonLead,NonLead
"$625,000",2,,"1,536","1,518",310 19th st ne,NonLead,NonLead
"$729,900",3,1,"1,450","1,800",1302 shepherd st nw,NonLead,Lead
"$479,900",4,2.5,"1,744","2,386",756 upsal st se,NonLead,NonLead
"$479,114",2,2,"1,227","1,600",114 33rd st ne,NonLead,NonLead
"$995,000",4,3.5,"2,325","1,782",831 longfellow st nw,NonLead,Lead
"$1,000,000",3,1.5,"1,850","3,803",1224 brentwood rd ne,Lead,Lead
"$1,000,000",3,1.5,"1,850","3,803",1224 brentwood rd ne,Lead,Lead
"$1,299,000",4,2.5,"1,456","1,440",1704 constitution ave ne,NonLead,NonLead
"$350,000",2,1,"1,144","1,671",3356 baker st ne,NonLead,NonLead
"$979,000",4,3.5,"2,190","1,500",32 franklin st ne,NonLead,NonLead
"$1,185,000",9,4,"2,530","2,308",1226 irving st nw,NonLead,NonLead
"$1,200,000",4,,"2,368","2,304",2017 i st ne,NonLead,NonLead
"$2,000,000",3,1.5,,"1,425",439 q st nw,NonLead,Lead
"$649,999",3,3.5,"2,150","3,047",1411 42nd st se,NonLead,NonLead
"$1,195,000",Studio,,,"4,378",2333 fairlawn ave se,NonLead,NonLead
"$399,900",4,3,"1,843","3,185",3842 halley ter se,NonLead,NonLead
"$409,000",3,3.5,"1,714","3,011",4314 wheeler rd se,NonLead,NonLead
"$425,000",3,1.5,"1,516","4,222",25 mississippi ave se,NonLead,NonLead
"$425,000",3,1.5,"1,516","4,222",25 mississippi ave se,NonLead,NonLead
"$450,000",4,2,"1,520","4,800",1427 jackson st ne,Lead,Lead
"$580,000",2,1,900,"1,425",1415 ives pl se,Lead,Lead
"$479,999",4,1.5+,"1,588","2,590",1544 41st st se,NonLead,NonLead
"$1,375,000",4,3.5,"2,252",,1510 10th st nw,NonLead,NonLead
"$779,900",5,2.5,"2,016","1,038",1151 abbey pl ne,NonLead,Lead
"$649,900",4,3.5,"1,548","3,709",1261 gallatin st ne,NonLead,NonLead
"$424,900",3,2.5,"1,252","1,152",1438 howard rd se,NonLead,NonLead
"$365,000",2,2,"1,094","2,208",2332 14th pl se,NonLead,NonLead
"$449,000",3,2.5,"1,782","2,188",1373 morris rd se,NonLead,NonLead
"$795,000",4,1.5,"1,625","1,500",1526 spring pl nw,NonLead,Lead
"$770,000",3,3,"1,686","1,307",1820 c st ne,NonLead,NonLead
"$399,000",2,1.5,"1,118","1,217",1709 lang pl ne,NonLead,NonLead
"$679,500",4,2.5,"1,500","4,220",825 kennedy st ne,NonLead,NonLead
"$1,400,000",,,"2,400","2,700",1867 kendall st ne,NonLead,NonLead
"$850,000",4,2.5,"2,138","3,185",448 park rd nw,NonLead,NonLead
"$690,000",3,2.5+,"2,848",0.26,2510 branch ave se,NonLead,NonLead
"$825,000",4,3,840,"2,410",829 48th pl ne,NonLead,NonLead
"$650,000",4,2,"1,462","1,794",5513 3rd st nw,Lead,Lead
"$880,000",2,1.5,888,588,817 25th st nw,NonLead,NonLead
"$1,595,000",5,3.5,"2,310","3,372",929 t st nw,NonLead,NonLead
"$700,000",3,1,"1,752","2,466",217 channing st ne,NonLead,Lead
"$1,250,000",3,2.5,"1,800",924,1928 35th pl nw,NonLead,Lead
"$1,499,900",3,1.5,"1,667","1,748",3303 sherman ave nw,NonLead,Lead
"$1,495,000",5,4,"2,476","1,615",3831 military rd nw,NonLead,NonLead
"$1,100,000",5,2.5,"2,522","1,621",929 potomac ave se,NonLead,NonLead
"$550,000",4,2,"1,558","4,365",1822 t st se,NonLead,NonLead
"$489,000",3,2,"1,443","3,252",850 yuma st se,NonLead,NonLead
"$1,650,000",5,4,"2,970","1,260",319 c st se,NonLead,NonLead
"$1,650,000",5,4,"2,970","1,260",319 c st se,NonLead,NonLead
"$449,900",3,1,"1,624",690,1111 6th st ne,NonLead,NonLead
"$449,900",3,1,"1,624",690,1111 6th st ne,NonLead,NonLead
"$869,000",4,3.5,"1,886","1,468",1502 trinidad ave ne,NonLead,Lead
"$869,000",4,3.5,"1,886","1,468",1502 trinidad ave ne,NonLead,Lead
"$435,000",3,,"1,988","2,063",2902 s st se,NonLead,NonLead
"$475,000",3,,"1,594","2,062",255 hawaii ave ne,NonLead,NonLead
"$549,900",4,3,"1,824","1,476",1905 naylor rd se,NonLead,NonLead
"$439,000",3,2.5,"1,624","5,758",6740 2nd st nw,NonLead,NonLead
"$425,000",2,1.5,"1,436","3,750",145 wilmington pl se,NonLead,NonLead
"$1,150,000",8,,"3,064","2,703",1215 queen st ne,NonLead,NonLead
"$619,000",4,2,"1,680","1,657",1226 farragut pl ne,NonLead,NonLead
"$675,000",3,2.5,"2,033","2,913",5802 3rd pl nw,NonLead,NonLead
"$999,999",4,3.5,"1,754","3,321",1620 gales st ne,Lead,Lead
"$780,000",3,2,"2,034","1,902",3626 new hampshire ave nw,NonLead,Lead
"$525,000",5,2.5,"2,608","6,624",1701 highwood pl se,NonLead,NonLead
"$1,325,000",4,3.5,"2,425","1,900",4525 new hampshire ave nw,Lead,Lead
"$874,000",6,4,"1,517","1,545",4725 4th st nw,NonLead,NonLead
"$750,000",6,,"1,995","1,677",807 48th pl ne,NonLead,NonLead
"$1,065,000",4,3.5,"2,328","1,326",1235 g st ne,NonLead,Lead
"$414,999",2,1.5,"1,286","2,875",18 53rd st se,NonLead,NonLead
"$539,900",3,2.5,"2,856","4,198",5069 jay st ne,NonLead,NonLead
"$1,150,000",6,,"4,150","2,960",515 franklin st ne,NonLead,NonLead
"$2,395,000",5,4.5,"4,016","2,090",1429 q st nw,NonLead,NonLead
"$1,395,000",5,3.5,"2,722","8,959",6415 barnaby st nw,NonLead,NonLead
"$600,000",4,2,"1,488","1,620",837 decatur st nw,NonLead,NonLead
"$791,000",8,4.5,"1,907","2,250",4516 georgia ave nw,Lead,Lead
"$1,225,000",8,,"2,640","2,970",1027 16th st ne,NonLead,NonLead
"$1,995,000",7,6.5,"7,493","5,750",1325 holly st nw,NonLead,NonLead
"$375,000",3,2.5,"1,835","2,000",912 porter ct ne,NonLead,NonLead
"$880,000",4,1.5,"1,360","1,574",43 t st ne,NonLead,NonLead
"$850,000",4,3.5,"1,860","1,900",401 decatur st nw,NonLead,NonLead
"$1,300,000",3,3.5,"2,306","2,193",217 14th st se,NonLead,Lead
"$999,500",4,3.5,"2,480","2,443",3404 15th st ne,NonLead,NonLead
"$775,000",4,3.5+,"3,774","3,781",5500 4th st ne,NonLead,NonLead
"$999,000",4,3.5,"2,106","2,565",818 decatur st nw,NonLead,NonLead
"$659,000",3,2.5,"1,628","4,375",318 sheridan st nw,NonLead,NonLead
"$1,300,000",3,3,"1,841","1,620",1920 38th st nw,NonLead,NonLead
"$499,900",3,1,"1,216","1,258",315 adams st ne,NonLead,Lead
"$499,900",3,1.5+,"1,366","2,024",613 oneida st ne,NonLead,NonLead
"$1,298,525",4,,"2,368","3,373",1838 i st ne,NonLead,NonLead
"$474,000",2,1.5,896,780,1532 levis st ne,NonLead,NonLead
"$799,900",2,2,"1,134","1,900",1424 10th st nw,NonLead,NonLead
"$525,000",4,3.5,"2,098","5,913",1040 southern ave se,NonLead,NonLead
"$999,900",3,3.5,"1,595",997,2314 17th st nw,NonLead,NonLead
"$799,900",4,,"2,812","4,443",407 lebaum st se,NonLead,NonLead
"$850,009",4,,"2,640","1,520",1216 16th st ne,NonLead,NonLead
"$679,000",3,2.5,"1,543","2,970",1280 delafield pl ne,NonLead,NonLead
"$1,125,000",3,2.5,"1,643","1,339",1207 c st se,Lead,Lead
"$399,500",3,2,"1,248","1,875",4541 eads pl ne,NonLead,NonLead
"$2,000,000",Studio,,"1,776","1,360",1812 benning rd ne,NonLead,NonLead
"$600,000",3,1,"1,561","1,620",415 21st st ne,NonLead,NonLead
"$490,000",3,2.5,"2,096","4,000",5516 call pl se,NonLead,NonLead
"$1,950,000",6,,"3,906","2,603",424 taylor st nw,NonLead,Lead
"$399,999",3,1,"1,388","1,597",811 20th st ne,NonLead,NonLead
"$639,900",4,2,"1,820","2,400",4116 gault pl ne,NonLead,NonLead
"$510,000",2,1.5,"1,265","5,751",1128 46th st se,NonLead,NonLead
"$482,000",3,2,"1,184","1,725",223 51st st se,NonLead,NonLead
"$1,750,000",3,,"3,146","1,233",1344 t st nw,NonLead,NonLead
"$907,000",4,3,"2,853","4,868",6622 eastern ave nw,NonLead,NonLead
"$1,100,000",8,,"2,808","3,501",5430 4th st nw,NonLead,NonLead
"$429,900",3,2,"1,215","2,319",821 50th pl ne,NonLead,NonLead
"$675,000",2,1,"1,026","2,100",1352 rittenhouse st nw,NonLead,NonLead
"$449,900",3,1.5,"1,632","1,760",606 galveston pl se,NonLead,NonLead
"$995,000",3,2,"1,639","1,769",300 tennessee ave ne,NonLead,NonLead
"$499,999",3,1.5,"1,546","2,330",4963 12th st ne,NonLead,NonLead
"$465,000",3,2,"1,420","2,255",1624 16th st se,NonLead,NonLead
"$700,000",3,1,"1,240","2,240",622 evarts st ne,NonLead,Lead
"$450,000",3,2.5,"1,548","3,028",914 46th st ne,NonLead,NonLead
"$399,000",3,1.5,"1,671","4,832",4918 fitch pl ne,Lead,NonLead
"$2,500,000",3,,"3,470","1,615",1614 15th st nw,NonLead,NonLead
"$1,650,000",6,,"1,088",870,80 q st sw,NonLead,NonLead
"$460,000",2,2.5,"1,520","2,012",3462 24th st se,NonLead,NonLead
"$485,000",3,2.5,"2,182","6,250",3233 pope st se,NonLead,NonLead
"$300,000",3,2,"1,947","2,499",1140 neal st ne,NonLead,Lead
"$250,000",3,1,"1,658","2,832",5208 dix st ne,NonLead,NonLead
"$765,000",3,2,"1,620","1,444",1209 queen st ne,NonLead,NonLead
"$2,600,000",5,5.5,"5,070",0.27,5148 tilden st nw,NonLead,NonLead
"$1,295,000",12,,"2,958","3,234",1254 meigs pl ne,NonLead,NonLead
"$675,000",3,2.5,"2,019","2,600",4945 sargent rd ne,NonLead,NonLead
"$749,995",3,3.5,"1,708","1,593",5521 7th st nw,NonLead,NonLead
"$1,100,000",3,3,,"1,371",1924 benning rd ne,NonLead,Lead
"$1,475,000",4,2.5,"2,681","4,182",4328 albemarle st nw,NonLead,NonLead
"$439,000",2,1,696,780,1524 levis st ne,NonLead,NonLead
"$2,075,000",4,4.5,"2,804","1,618",634 lexington pl ne,NonLead,Lead
"$425,000",4,5,"1,692","6,618",150 upsal st se,NonLead,NonLead
"$5,250,000",4,,"2,368","3,840",1810 i st ne,NonLead,NonLead
"$449,500",3,1.5,"1,584","2,174",2479 alabama ave se,NonLead,NonLead
"$2,090,000",6,5.5+,"4,075","2,000",473 m st nw,Lead,Lead
"$679,000",2,2,960,"1,900",24 crittenden st ne,NonLead,NonLead
"$899,900",4,4,"2,138","3,600",1851 kendall st ne,NonLead,NonLead
"$899,900",4,4,"2,138","3,600",1851 kendall st ne,NonLead,NonLead
"$1,680,000",4,3.5,"2,880","2,102",2016 15th st nw,NonLead,NonLead
"$950,000",4,,"2,652","1,627",1639 montello ave ne,NonLead,NonLead
"$885,000",3,2.5,"1,651","1,058",690 kenneth st ne,NonLead,NonLead
"$845,000",3,2,"2,004","2,600",1233 c st ne,NonLead,NonLead
"$380,000",3,1.5,"1,024","1,600",4250 southern ave se,NonLead,NonLead
"$479,999",4,2.5,"1,459","2,434",1480 bangor st se,NonLead,NonLead
"$599,950",3,2,"1,325","2,061",6420 blair rd nw,NonLead,NonLead
"$999,500",4,,"1,944","2,359",53 victor st ne,NonLead,NonLead
"$575,000",2,2,"1,264","2,346",5743 5th st ne,NonLead,NonLead
"$280,000",2,2,"1,206",,623 atlantic st se,NonLead,NonLead
"$1,269,000",4,3.5,"2,160","1,799",221 rock creek church rd nw,Lead,Lead
"$1,350,000",5,3.5,"3,074","1,546",1104 5th st nw,NonLead,NonLead
"$899,000",1,,"2,508","4,000",428 newcomb st se,NonLead,NonLead
"$1,925,000",4,,"2,520","1,853",1420 corcoran st nw,NonLead,NonLead
"$1,795,000",6,3.5,"3,955","2,000",1438 belmont st nw,NonLead,NonLead
"$1,090,000",5,3.5,"2,662","4,620",903 quackenbos st nw,NonLead,NonLead
"$525,000",2,1,"1,602","1,464",519 23rd pl ne,NonLead,NonLead
"$1,300,000",5,4,"2,392","5,040",3746 jocelyn st nw,NonLead,NonLead
"$689,500",3,3.5,"1,728",976,211 concord pl ne,NonLead,NonLead
"$469,999",3,1,"1,620","2,068",711 decatur pl ne,NonLead,NonLead
"$415,900",2,2,"1,190","2,313",4210 edson pl ne,NonLead,NonLead
"$795,000",5,3.5,"1,879","1,620",1210 18th st ne,NonLead,Lead
"$585,000",2,1,960,"1,091",610 orleans pl ne,NonLead,Lead
"$220,000",2,2,"1,308","1,917",2307 16th st se,NonLead,NonLead
"$309,000",2,1.5,"1,142","2,428",100 forrester st sw,NonLead,NonLead
"$1,169,999",8,3.5,"3,374","2,714",1833 m st ne,NonLead,NonLead
"$534,900",3,2,"1,479","5,125",4435 g st se,NonLead,NonLead
"$439,900",3,2.5,832,"3,136",4301 texas ave se,NonLead,NonLead
"$1,399,369",3,3,"1,530","2,374",601 kennedy st nw,NonLead,NonLead
"$440,000",2,2,"1,215",,926 52nd st ne,NonLead,NonLead
"$950,000",,,"3,456","2,590",2214 nicholson st se,NonLead,NonLead
"$719,900",3,3,"1,720","3,816",3902 25th pl ne,NonLead,NonLead
"$460,000",3,2,"1,102","2,482",4915 central ave ne,NonLead,NonLead
"$648,500",2,1.5,990,"1,725",426 20th st ne,NonLead,NonLead
"$599,900",1,1.5,672,384,2239 10th st nw,NonLead,NonLead
"$379,999",2,2,"1,152","1,152",1430 howard rd se,NonLead,NonLead
"$735,000",2,,"1,300","1,910",330 20th st ne,NonLead,NonLead
"$969,500",4,3.5,"1,938","1,710",1607 d st ne,NonLead,Lead
"$699,000",3,1.5,"1,456","1,265",309 u st nw,NonLead,NonLead
"$800,000",2,2.5+,"2,201","3,940",5700 4th st nw,Lead,Lead
"$764,999",3,2,"1,818","2,826",231 farragut st nw,NonLead,NonLead
"$400,000",3,2.5,"1,320","3,000",5349 call pl se,NonLead,NonLead
"$549,990",4,3.5,"2,360","2,850",408 59th st ne,NonLead,NonLead
"$500,000",3,2,"1,638","1,898",4911 7th pl ne,NonLead,NonLead
"$385,000",2,1.5,"1,260","1,800",454 newcomb st se,NonLead,NonLead
"$794,590",4,4.5,"2,907","3,142",1501 erie st se,NonLead,NonLead
"$430,000",2,2,"1,152","1,588",4201 hildreth st se,NonLead,NonLead
"$380,000",2,1.5,"1,479","2,315",1525 fort davis st se,NonLead,NonLead
"$399,900",2,2.5,"1,152","1,983",231 57th pl ne,NonLead,NonLead
"$549,000",3,2,"1,413",991,314 channing st ne,NonLead,NonLead
"$700,000",3,1.5,"1,322","1,600",1119 park st ne,NonLead,Lead
"$920,000",3,3.5,"2,330","1,981",5500 13th st nw,NonLead,NonLead
"$289,900",2,1,"1,213","1,917",2303 16th st se,NonLead,NonLead
"$995,000",5,3.5,"2,072","1,167",125 jefferson st nw,NonLead,NonLead
"$551,000",4,2,"1,888","1,500",746 newton pl nw,Lead,Lead
"$325,000",3,2,"1,416","2,420",678 brandywine st se,NonLead,NonLead
"$419,000",3,1.5,"1,396","4,950",1136 44th pl se,NonLead,NonLead
"$695,000",6,4,"2,760",0.24,4000 d st se,NonLead,NonLead
"$965,000",4,2,"2,030","2,850",518 varnum st nw,Lead,Lead
"$1,049,800",4,,"1,850",,1937 capitol ave ne,NonLead,NonLead
"$770,000",3,2.5,"1,993","1,400",3205 warder st nw,Lead,Lead
"$1,299,000",3,3.5,"2,520","1,891",408 4th st se,NonLead,NonLead
"$425,000",3,1.5,"1,422","2,372",1645 fort dupont st se,NonLead,NonLead
"$1,100,000",3,3.5,"2,503","2,334",3619 15th st ne,NonLead,NonLead
"$374,999",3,1.5,"1,315","3,819",601 57th st ne,NonLead,NonLead
"$530,000",4,2.5,"1,724","3,021",212 49th st ne,NonLead,NonLead
"$1,595,000",4,3.5,"3,540","5,000",2750 jenifer st nw,NonLead,NonLead
"$649,999",,,,"9,600",5368 gay st ne,NonLead,NonLead
"$399,900",3,2,"1,224","2,750",4647 h st se,NonLead,NonLead
"$399,900",3,1.5,"1,264","2,903",5218 hayes st ne,NonLead,NonLead
"$1,500,000",4,2,"1,926","1,600",1801 d st se,NonLead,Lead
"$1,950,000",4,3.5,"2,550","3,944",3706 van ness st nw,NonLead,NonLead
"$290,000",3,1.5,"1,235","2,775",5500 foote st ne,NonLead,NonLead
"$1,699,995",8,,"3,430","3,105",1019 18th st ne,NonLead,NonLead
"$469,999",3,2,"1,304","1,479",3460 dix st ne,NonLead,NonLead
"$880,000",4,3.5,"2,176","2,000",118 varnum st nw,NonLead,NonLead
"$534,900",4,2.5,"1,498","2,469",4712 dix st ne,NonLead,NonLead
"$950,000",3,2,"2,000","5,424",6703 4th st nw,NonLead,NonLead
"$619,900",5,5,"2,530","2,868",4207 eads st ne,NonLead,NonLead
"$1,630,000",4,,"2,304","2,872",258 16th st se,NonLead,NonLead
"$550,000",3,1.5,"2,140","4,135",2419 30th st ne,NonLead,NonLead
"$1,600,000",6,4.5+,"3,700","1,292",160 12th st se,NonLead,NonLead
"$1,595,000",4,3.5,"2,673","1,203",703 maryland ave ne,NonLead,Lead
"$660,000",3,2.5,"1,864","1,748",5233 2nd st nw,NonLead,NonLead
"$1,750,000",6,4.5,"2,841","1,700",1734 hobart st nw,NonLead,NonLead
"$699,000",3,2,"1,492","2,307",52 crittenden st ne,NonLead,NonLead
"$395,000",3,2,"1,440","4,731",4032 ely pl se,NonLead,NonLead
"$1,799,000",4,4,"3,692","1,787",2032 o st nw,NonLead,NonLead
"$419,900",3,2,"1,248","3,005",825 burns st se,NonLead,NonLead
"$424,999",3,2,"1,044","1,840",1435 congress pl se,NonLead,NonLead
"$5,100,000",13,11.5,"10,539","2,750",1633 16th st nw,NonLead,NonLead
"$390,000",3,1.5,"1,404","1,775",1123 chicago st se,NonLead,NonLead
"$3,400,000",6,,"5,744","2,188",3012 q st nw,NonLead,NonLead
"$3,400,000",6,,"5,744","2,188",3012 q st nw,NonLead,NonLead
"$675,000",3,2,"1,384","1,375",736 harvard st nw,NonLead,NonLead
"$675,000",3,2,"1,384","1,375",736 harvard st nw,NonLead,NonLead
"$565,000",3,2,"1,465","2,513",1272 neal st ne,NonLead,Lead
"$1,649,000",5,3.5,"4,113","2,567",1223 fairmont st nw,NonLead,NonLead
"$549,900",3,1.5,"1,386","3,904",821 kennedy st ne,NonLead,NonLead
"$465,000",,,,"4,250",4318 sheriff rd ne,NonLead,Lead
"$3,150,000",4,4.5,"5,128","3,018",3202 scott pl nw,NonLead,NonLead
"$2,995,000",5,4.5,"4,491","7,059",1804 45th st nw,NonLead,NonLead
"$350,000",4,1.5+,"2,076","2,047",4315 12th st se,NonLead,NonLead
"$1,495,000",5,4,"3,023","7,200",5908 17th st nw,NonLead,NonLead
"$449,900",3,3,"1,240","4,140",4826 hayes st ne,NonLead,NonLead
"$699,000",6,2.5,"1,394","3,325",241 15th st se,Lead,Lead
"$314,999",3,1.5,"1,803","1,469",719 31st st se,NonLead,NonLead
"$549,990",5,2,"2,200","5,216",1226 chaplin st se,NonLead,NonLead
"$599,000",3,2.5,"1,400","1,377",455 15th st ne,NonLead,NonLead
"$399,000",2,1,"1,433","2,875",109 50th st ne,NonLead,NonLead
"$725,000",4,2.5+,"2,443","2,052",3810 fort lincoln dr ne,NonLead,NonLead
"$2,399,000",4,3.5,"2,538","1,710",1728 church st nw,NonLead,NonLead
"$1,095,000",3,3,"1,835","4,010",3020 mckinley st nw,Lead,Lead
"$695,000",3,2.5,"1,581","1,767",6319 7th st nw,NonLead,NonLead
"$595,000",4,2,"1,440","3,860",3312 d st se,NonLead,NonLead
"$1,050,000",3,2.5,"1,414","1,530",1206 g st ne,NonLead,NonLead
"$1,995,000",3,2.5+,"3,539","4,456",3245 nebraska ave nw,NonLead,NonLead
"$489,000",3,2.5,"1,920","4,699",4008 blaine st ne,NonLead,NonLead
"$699,900",2,1.5,"1,683","1,012",705 kentucky ave se,NonLead,NonLead
"$1,199,900",3,3,"1,550","1,104",1649 new jersey ave nw,NonLead,NonLead
"$1,450,000",7,,"3,195","1,478",122 4th st se,NonLead,NonLead
"$1,649,000",4,3.5,"2,188","2,067",1871 monroe st nw,NonLead,Lead
"$253,000",3,1.5,"1,418","1,600",4224 southern ave se,NonLead,NonLead
"$525,000",3,2.5+,"1,512","1,589",724 marietta pl nw,NonLead,NonLead
"$1,198,000",4,3.5,"2,040","1,263",28 quincy pl nw,NonLead,NonLead
"$1,199,000",4,2.5,"2,471","1,488",1330 independence ave se,NonLead,NonLead
"$360,000",3,1.5,"1,870","2,586",2237 nicholson st se,Lead,Lead
"$2,695,000",5,4.5,"3,788","5,750",3614 fulton st nw,NonLead,Lead
"$424,900",3,3,"1,801","2,500",524 foxhall pl se,NonLead,NonLead
"$429,000",5,3,"2,384","3,973",110 joliet st sw,NonLead,NonLead
"$795,000",4,3,"2,065","1,586",648 keefer pl nw,NonLead,NonLead
"$699,900",3,1,"1,220",848,37 16th st ne,Lead,Lead
"$1,400,000",3,3,"2,331","1,440",1329 wallach pl nw,NonLead,NonLead
"$398,000",3,1,960,"1,584",1523 morris rd se,NonLead,NonLead
"$270,000",2,1.5,"1,137","1,280",4026 1st st sw,NonLead,NonLead
"$270,000",2,1.5,"1,137","1,280",4026 1st st sw,NonLead,NonLead
"$380,000",3,1.5,"1,440","2,335",5038 sargent rd ne,NonLead,NonLead
"$565,000",3,1.5,"1,629","3,321",1646 gales st ne,NonLead,NonLead
"$565,000",3,1.5,"1,629","3,321",1646 gales st ne,NonLead,NonLead
"$475,000",3,1.5,"1,938","2,725",95 54th st se,NonLead,NonLead
"$390,000",3,2,810,"1,805",852 52nd st ne,Lead,Lead
"$1,400,000",6,3.5,"3,003","1,400",1928 15th st nw,NonLead,NonLead
"$679,000",6,,"1,482","1,389",1103 queen st ne,NonLead,NonLead
"$425,000",4,2,"1,728","2,160",21 atlantic st se,NonLead,NonLead
"$350,000",3,2.5,"1,144","1,600",116 33rd st ne,NonLead,Lead
"$1,750,000",6,,"2,282","1,509",1326 8th st nw,NonLead,NonLead
"$407,000",3,2,832,"1,909",2207 hartford st se,NonLead,NonLead
"$529,999",3,2.5,"1,617","3,784",2513 bowen rd se,NonLead,NonLead
"$749,000",3,1.5,"1,324","1,024",1327 emerald st ne,NonLead,NonLead
"$375,000",3,1.5,"2,074","5,500",856 burns st se,NonLead,NonLead
"$1,298,000",4,3.5,"2,273","1,634",1733 independence ave se,NonLead,NonLead
"$699,000",4,2.5,"1,694","3,412",6425 kansas ave ne,NonLead,NonLead
"$1,075,000",4,3.5,"2,300",951,553 15th st se,NonLead,NonLead
"$300,000",4,1,756,"3,313",2216 16th st se,NonLead,NonLead
"$300,000",4,1,756,"3,313",2216 16th st se,NonLead,NonLead
"$375,000",3,1.5,"1,350","1,180",1643 lang pl ne,NonLead,NonLead
"$1,295,000",4,2,"2,576","1,800",2222 1st st nw,NonLead,NonLead
"$350,000",3,1.5,"1,152","2,835",905 bellevue st se,NonLead,NonLead
"$2,399,900",4,5.5,"3,321","2,281",3821 s st nw,NonLead,Lead
"$1,200,000",4,3.5,"1,112","2,233",331 upshur st nw,NonLead,NonLead
"$449,500",3,2.5,"1,211","1,891",356 burbank st se,NonLead,NonLead
"$550,000",2,2,"1,100","1,600",5229 5th st nw,NonLead,NonLead
"$1,650,000",4,2.5,"2,564","6,376",5127 33rd st nw,NonLead,NonLead
"$250,000",3,1.5,"1,498","2,762",610 darrington st se,NonLead,NonLead
"$249,000",3,2,992,"1,200",2217 payne ter se,NonLead,NonLead
"$395,000",3,2,"1,517","3,250",5325 ames st ne,NonLead,NonLead
"$389,900",2,2,800,"2,851",5540 bass pl se,NonLead,NonLead
"$539,900",3,1,"1,555","1,778",2604 4th st ne,Lead,Lead
"$479,900",4,2.5,"1,510","4,364",2907 denver st se,NonLead,NonLead
"$299,900",3,1.5,"1,498","3,039",20 burns st ne,NonLead,NonLead
